collection,k_requested,k_effective,clipped,repeat_id,seed,untouched,c_hat,c_star,ev_ad_probe,ev_glob_probe,ev_trunc,ev_ad,ev_ad_c,ev_glob,select3,select2,pick3,pick2,regret3,cal_loss,pair_pool_budget,n_eval
trec-covid,5,5,False,0,2000032,False,189.06252221681592,279.6469660092581,0.06211339014843287,0.02896644047240216,0.02341392078231278,0.007125079335886427,0.06815204364117625,0.02896644047240216,0.06211339014843287,0.06211339014843287,ad_probe,ad_probe,0.0,0.006038653492743379,466,45
trec-covid,5,5,False,1,2001032,False,347.6072552166016,279.6469660092581,0.07674821670508684,0.030710567482066888,0.025236625148962157,0.007758162114633318,0.07254627957420179,0.030710567482066888,0.07674821670508684,0.07674821670508684,ad_probe,ad_probe,0.0,0.004201937130885056,449,45
trec-covid,5,5,False,2,2002032,False,232.85945990613448,279.6469660092581,0.06659693277922496,0.02997317347699191,0.024209268529291315,0.007416599127299467,0.06982920922545036,0.02997317347699191,0.06659693277922496,0.06659693277922496,ad_probe,ad_probe,0.0,0.003232276446225396,481,45
trec-covid,5,5,False,3,2003032,False,338.5795856478481,279.6469660092581,0.07072610935463144,0.028021879979439564,0.023738938281094493,0.007124449649677741,0.06717905470184025,0.028021879979439564,0.07072610935463144,0.07072610935463144,ad_probe,ad_probe,0.0,0.00354705465279119,392,45
trec-covid,5,5,False,4,2004032,False,260.5709487838334,279.6469660092581,0.07172633156853038,0.03181603091445094,0.025767858773643057,0.007813664755438402,0.07304400240710218,0.03181603091445094,0.07172633156853038,0.07172633156853038,ad_probe,ad_probe,0.0,0.0013176708385718022,500,45
trec-covid,5,5,False,5,2005032,False,243.83419791769867,279.6469660092581,0.06674158728507829,0.029636598025367902,0.024365756496742597,0.007364559027050214,0.06921244851848453,0.029636598025367902,0.06674158728507829,0.06674158728507829,ad_probe,ad_probe,0.0,0.0024708612334062435,456,45
trec-covid,5,5,False,6,2006032,False,232.3157992890183,279.6469660092581,0.0655407228712996,0.02901285272929152,0.023123774254440004,0.007154858315342712,0.06873260600272886,0.02901285272929152,0.0655407228712996,0.0655407228712996,ad_probe,ad_probe,0.0,0.003191883131429263,463,45
trec-covid,5,5,False,7,2007032,False,338.5795856478481,279.6469660092581,0.07649832047949238,0.031074290599939842,0.024921601607053517,0.007527002731188515,0.07261117263401175,0.031074290599939842,0.07649832047949238,0.07649832047949238,ad_probe,ad_probe,0.0,0.0038871478454806374,458,45
trec-covid,5,5,False,8,2008032,False,190.08754618577723,279.6469660092581,0.06139335682073527,0.029004256858911653,0.02397570024811971,0.007526218148380565,0.06764568845850066,0.029004256858911653,0.06139335682073527,0.06139335682073527,ad_probe,ad_probe,0.0,0.006252331637765396,434,45
trec-covid,5,5,False,9,2009032,False,349.11416170627507,279.6469660092581,0.07553339378171105,0.02994901640502949,0.025220313497457802,0.007353661846079559,0.07103738644755328,0.02994901640502949,0.07553339378171105,0.07553339378171105,ad_probe,ad_probe,0.0,0.004496007334157767,441,45
trec-covid,5,5,False,10,2010032,False,338.5795856478481,279.6469660092581,0.07596466916633014,0.030513320862844483,0.02543320983583606,0.0077113701879353265,0.07225367607298934,0.030513320862844483,0.07596466916633014,0.07596466916633014,ad_probe,ad_probe,0.0,0.003710993093340803,455,45
trec-covid,5,5,False,11,2011032,False,201.40712581021023,279.6469660092581,0.0646579963707606,0.029631291848097936,0.02474094641369963,0.007111362489787854,0.0703353277775127,0.029631291848097936,0.0646579963707606,0.0646579963707606,ad_probe,ad_probe,0.0,0.005677331406752098,430,45
trec-covid,5,5,False,12,2012032,False,215.10847693738978,279.6469660092581,0.06585722067207353,0.030075347291481272,0.0249683095755114,0.007289685223698392,0.07057961301965708,0.030075347291481272,0.06585722067207353,0.06585722067207353,ad_probe,ad_probe,0.0,0.004722392347583551,430,45
trec-covid,5,5,False,13,2013032,False,178.18394772028688,279.6469660092581,0.06162117912734232,0.028965389814250397,0.02414190732831597,0.0070058410586238615,0.0700077595886074,0.028965389814250397,0.06162117912734232,0.06162117912734232,ad_probe,ad_probe,0.0,0.00838658046126508,427,45
trec-covid,5,5,False,14,2014032,False,283.65440026086605,279.6469660092581,0.07181944937592541,0.029855485230596016,0.024517109758705437,0.006919989315488828,0.07126807554699527,0.029855485230596016,0.07181944937592541,0.07181944937592541,ad_probe,ad_probe,0.0,0.0005513738289301406,437,45
trec-covid,5,5,False,15,2015032,False,319.80371106841994,279.6469660092581,0.07193143806375549,0.02950012148520746,0.02455992079289475,0.007754995306134859,0.06896891481125379,0.02950012148520746,0.07193143806375549,0.07193143806375549,ad_probe,ad_probe,0.0,0.002962523252501695,443,45
trec-covid,5,5,False,16,2016032,False,102.40293473305408,279.6469660092581,0.04719512262831393,0.027133937237239638,0.023091801119661096,0.0064891260548828175,0.06523016127320327,0.027133937237239638,0.04719512262831393,0.04719512262831393,ad_probe,ad_probe,0.0,0.018035038644889347,427,45
