collection,repeat_id,decision,final_T,final_B_pool,k_requested,selected_policy,reference_policy,loss,success,param_error,seed
trec-covid,0,selection,20,1826,20,ad_probe,best_in_menu_on_eval,0.0,True,,2200423
trec-covid,1,recalibration,20,1865,20,ad_probe,ad_c(full_target_scalar_reference),0.005558283545159581,False,63.446454422966724,2201423
trec-covid,1,selection,20,1865,20,ad_probe,best_in_menu_on_eval,0.0,True,,2201423
trec-covid,2,recalibration,20,1848,20,ad_probe,ad_c(full_target_scalar_reference),0.0056008551125648065,False,60.9588378985913,2202423
trec-covid,2,selection,20,1848,20,ad_probe,best_in_menu_on_eval,0.0,True,,2202423
trec-covid,3,recalibration,20,1817,20,ad_probe,ad_c(full_target_scalar_reference),0.0025506286603155376,True,33.095000997329294,2203423
trec-covid,3,selection,20,1817,20,ad_probe,best_in_menu_on_eval,0.0,True,,2203423
trec-covid,4,recalibration,20,1848,20,ad_probe,ad_c(full_target_scalar_reference),0.003985935978497196,True,37.78886901591136,2204423
trec-covid,4,selection,20,1848,20,ad_probe,best_in_menu_on_eval,0.0,True,,2204423
trec-covid,5,recalibration,20,1857,20,ad_probe,ad_c(full_target_scalar_reference),0.00021862218693571855,True,4.889755578031327,2205423
trec-covid,5,selection,20,1857,20,ad_probe,best_in_menu_on_eval,0.0,True,,2205423
trec-covid,6,recalibration,20,1776,20,ad_probe,ad_c(full_target_scalar_reference),0.003415804609220738,True,33.095000997329294,2206423
trec-covid,6,selection,20,1776,20,ad_probe,best_in_menu_on_eval,0.0,True,,2206423
trec-covid,7,recalibration,20,1830,20,ad_probe,ad_c(full_target_scalar_reference),0.00035996806608500076,True,3.877385511321222,2207423
trec-covid,7,selection,20,1830,20,ad_probe,best_in_menu_on_eval,0.0,True,,2207423
trec-covid,8,recalibration,20,1838,20,ad_probe,ad_c(full_target_scalar_reference),0.0033198642283479435,True,37.78886901591136,2208423
trec-covid,8,selection,20,1838,20,ad_probe,best_in_menu_on_eval,0.0,True,,2208423
trec-covid,9,recalibration,20,1802,20,ad_probe,ad_c(full_target_scalar_reference),0.004224944344492915,True,47.05933641168173,2209423
