collection,judge,pair,rho_judge,rho_hybrid,band_mean,pool_mean,band_frac,gain_judge,gain_hybrid
dbpedia-entity,llm,glob_probe_vs_trunc,0.6346701559699902,0.8952662433599654,14.513784461152882,51.423558897243105,0.28223998440393805,1.674498314481541,5.037825162611834
dbpedia-entity,llm,glob_probe_vs_ad_probe,0.5958460923845933,0.8657677525004157,14.508771929824562,51.423558897243105,0.28214250901647336,1.5504658793445296,3.9928735395842962
dbpedia-entity,llm,trunc_vs_ad_probe,0.69125284967909,0.904946045579372,7.348370927318296,51.423558897243105,0.14289891802319915,1.915086967341086,5.522645052412049
