collection,k_requested,k_effective,clipped,repeat_id,seed,untouched,c_hat,c_star,ev_ad_probe,ev_glob_probe,ev_trunc,ev_ad,ev_ad_c,ev_glob,select3,select2,pick3,pick2,regret3,cal_loss,pair_pool_budget,n_eval
nfcorpus,10,10,False,0,733,False,8.413300398668662,14.994823516608756,0.14859288145309002,0.14606766329560927,0.1338460780782628,0.1326943712958181,0.1473353288246878,0.13317258664037668,0.14606766329560927,0.14606766329560927,glob_probe,glob_probe,0.0025252181574807464,0.0012575526284022143,879,313
nfcorpus,10,10,False,1,1733,False,19.084962102688138,14.994823516608756,0.14857433959956567,0.15296178732201238,0.13303686834182302,0.13243302596240797,0.1467099312208356,0.13251374906033134,0.15296178732201238,0.15296178732201238,glob_probe,glob_probe,0.0,0.001864408378730087,890,313
nfcorpus,10,10,False,2,2733,False,26.726053495953778,14.994823516608756,0.14867629900181845,0.155350945119942,0.13617809078477894,0.13325691926694183,0.15078406729507585,0.13434599690666593,0.14867629900181845,0.155350945119942,ad_probe,glob_probe,0.006674646118123545,0.0021077682932574004,899,313
nfcorpus,10,10,False,3,3733,False,5.174529918082394,14.994823516608756,0.14766046991561324,0.0962513222480626,0.13370400081375738,0.13144255230777427,0.14895858482923013,0.13409397085852695,0.0962513222480626,0.0962513222480626,glob_probe,glob_probe,0.05140914766755064,0.0012981149136168935,864,313
nfcorpus,10,10,False,4,4733,False,11.733210581893452,14.994823516608756,0.1506220849321511,0.1494136857380939,0.13540485491922316,0.1346572807388721,0.15018791045804927,0.13588537217257285,0.1494136857380939,0.1494136857380939,glob_probe,glob_probe,0.0012083991940571859,0.00043417447410182275,947,313
nfcorpus,10,10,False,5,5733,False,15.957650820824384,14.994823516608756,0.1501243667202482,0.15574781588694814,0.13480822249702634,0.13408560692391924,0.14893359100755438,0.13562397689833622,0.15574781588694814,0.15574781588694814,glob_probe,glob_probe,0.0,0.0011907757126938256,873,313
nfcorpus,10,10,False,6,6733,False,16.08011658564165,14.994823516608756,0.15064495553360102,0.10853099335692179,0.13572792605510262,0.1301958624315222,0.14934806629302713,0.13122131630255252,0.10853099335692179,0.10853099335692179,glob_probe,glob_probe,0.04211396217667923,0.0012968892405738897,865,313
nfcorpus,10,10,False,7,7733,False,17.860505867732112,14.994823516608756,0.14916347877185362,0.15475197242493294,0.13442843144831856,0.134604936551159,0.14862953046976246,0.1358074383846475,0.15475197242493294,0.15475197242493294,glob_probe,glob_probe,0.0,0.000533948302091164,854,313
nfcorpus,10,10,False,8,8733,False,13.20545403902755,14.994823516608756,0.1476262406070701,0.15473395587595962,0.1331377189777193,0.13235214946716686,0.1483510851300694,0.13316071492801446,0.15473395587595962,0.15473395587595962,glob_probe,glob_probe,0.0,0.000724844522999285,926,313
nfcorpus,10,10,False,9,9733,False,14.17373692192648,14.994823516608756,0.14382557957953826,0.1501049569019127,0.12991699459708858,0.12940031664923457,0.1441613945217224,0.12911812033233117,0.1501049569019127,0.1501049569019127,glob_probe,glob_probe,0.0,0.00033581494218415386,833,313
