collection,repeat_id,decision,final_T,final_B_pool,k_requested,selected_policy,reference_policy,loss,success,param_error,seed
nfcorpus,0,recalibration,10,879,10,ad_probe,ad_c(full_target_scalar_reference),0.0012575526284022143,True,6.581523117940094,733
nfcorpus,0,selection,10,879,10,glob_probe,best_in_menu_on_eval,0.0025252181574807464,True,,733
nfcorpus,1,recalibration,10,890,10,ad_probe,ad_c(full_target_scalar_reference),0.001864408378730087,True,4.090138586079382,1733
nfcorpus,1,selection,10,890,10,glob_probe,best_in_menu_on_eval,0.0,True,,1733
nfcorpus,2,recalibration,10,899,10,ad_probe,ad_c(full_target_scalar_reference),0.0021077682932574004,True,11.731229979345022,2733
nfcorpus,2,selection,10,899,10,ad_probe,best_in_menu_on_eval,0.006674646118123545,True,,2733
nfcorpus,3,recalibration,10,864,10,ad_probe,ad_c(full_target_scalar_reference),0.0012981149136168935,True,9.820293598526362,3733
nfcorpus,3,selection,10,864,10,glob_probe,best_in_menu_on_eval,0.05140914766755064,False,,3733
nfcorpus,4,recalibration,10,947,10,ad_probe,ad_c(full_target_scalar_reference),0.00043417447410182275,True,3.261612934715304,4733
nfcorpus,4,selection,10,947,10,glob_probe,best_in_menu_on_eval,0.0012083991940571859,True,,4733
nfcorpus,5,recalibration,10,873,10,ad_probe,ad_c(full_target_scalar_reference),0.0011907757126938256,True,0.9628273042156277,5733
nfcorpus,5,selection,10,873,10,glob_probe,best_in_menu_on_eval,0.0,True,,5733
nfcorpus,6,recalibration,10,865,10,ad_probe,ad_c(full_target_scalar_reference),0.0012968892405738897,True,1.085293069032895,6733
nfcorpus,6,selection,10,865,10,glob_probe,best_in_menu_on_eval,0.04211396217667923,False,,6733
nfcorpus,7,recalibration,10,854,10,ad_probe,ad_c(full_target_scalar_reference),0.000533948302091164,True,2.865682351123356,7733
nfcorpus,7,selection,10,854,10,glob_probe,best_in_menu_on_eval,0.0,True,,7733
nfcorpus,8,recalibration,10,926,10,ad_probe,ad_c(full_target_scalar_reference),0.000724844522999285,True,1.7893694775812055,8733
nfcorpus,8,selection,10,926,10,glob_probe,best_in_menu_on_eval,0.0,True,,8733
nfcorpus,9,recalibration,10,833,10,ad_probe,ad_c(full_target_scalar_reference),0.00033581494218415386,True,0.8210865946822761,9733
nfcorpus,9,selection,10,833,10,glob_probe,best_in_menu_on_eval,0.0,True,,9733
nfcorpus,10,recalibration,10,879,10,ad_probe,ad_c(full_target_scalar_reference),0.0004098935500659595,True,5.302924196660198,10733
nfcorpus,10,selection,10,879,10,glob_probe,best_in_menu_on_eval,0.0,True,,10733
