collection,judge,pair,T,n_queries,judge_acc,rho,true_gap,se_human,se_ppi,ess_gain,theory_gain,lam_mean
nfcorpus,rr,glob_probe_vs_trunc,10,323,0.8677490880480653,0.10528677672857746,0.020940517870523135,0.02628921099583956,0.024492055593187012,1.152138345353552,1.0112095668250336,0.20660796983100668
nfcorpus,rr,glob_probe_vs_trunc,30,323,0.8677490880480653,0.10528677672857746,0.020940517870523135,0.016806318503839516,0.016287384669356867,1.0647373097741177,1.0112095668250336,0.15278458104727177
nfcorpus,rr,glob_probe_vs_trunc,90,323,0.8677490880480653,0.10528677672857746,0.020940517870523135,0.010134570762590037,0.01003068473673341,1.0208209096757779,1.0112095668250336,0.10967511497235219
nfcorpus,rr,glob_probe_vs_ad_probe,10,323,0.8677490880480653,0.09069226353755191,0.0065993088350575655,0.014301125890988283,0.013590296523135642,1.1073440953374574,1.0082932997749572,0.17234125984455995
nfcorpus,rr,glob_probe_vs_ad_probe,30,323,0.8677490880480653,0.09069226353755191,0.0065993088350575655,0.009274372260890914,0.009098335471983209,1.0390708367652155,1.0082932997749572,0.12715704159318136
nfcorpus,rr,glob_probe_vs_ad_probe,90,323,0.8677490880480653,0.09069226353755191,0.0065993088350575655,0.006054203815863822,0.006011977129083901,1.0140968539749664,1.0082932997749572,0.10621537963806175
nfcorpus,rr,trunc_vs_ad_probe,10,323,0.8677490880480653,0.08990347482469281,-0.014341209035465569,0.02585154130912361,0.023580340087455468,1.2019122296027438,1.0081484961036111,0.20350840880993298
nfcorpus,rr,trunc_vs_ad_probe,30,323,0.8677490880480653,0.08990347482469281,-0.014341209035465569,0.01590207422305668,0.015354787059427168,1.0725559497608028,1.0081484961036111,0.1470371194635311
nfcorpus,rr,trunc_vs_ad_probe,90,323,0.8677490880480653,0.08990347482469281,-0.014341209035465569,0.009274549597617098,0.009171267562940117,1.022649778382988,1.0081484961036111,0.09841571932848023
scifact,rr,glob_probe_vs_trunc,10,300,0.9084563222975668,0.24272193400652717,0.31712252990433665,0.11630804497008237,0.10653397952374502,1.1919093072199467,1.062602071776071,0.5515500962997075
scifact,rr,glob_probe_vs_trunc,30,300,0.9084563222975668,0.24272193400652717,0.31712252990433665,0.06877784474199367,0.06600095272549472,1.085917208832597,1.062602071776071,0.5101810588460715
scifact,rr,glob_probe_vs_trunc,90,300,0.9084563222975668,0.24272193400652717,0.31712252990433665,0.03957420172575055,0.03867697297038267,1.0469341650029511,1.062602071776071,0.49191074231751447
